session_id,duration_ms,location,metric_name,rollup_operation,Post,range_name,metric_value
1,2025-08-07 10:04:59.555 ,sm,inst_executed,avg,per_cycle_elapsed,0,2.48949
1,2025-08-07 10:04:59.555 ,sm,instruction_throughput,avg,pct_of_peak_sustained_active,0,71.7921
1,2025-08-07 10:04:59.555 ,sm,inst_executed,avg,per_cycle_active,0,2.86963
1,2025-08-07 10:04:59.555 ,sm,inst_issued,avg,pct_of_peak_sustained_active,0,71.7921
1,2025-08-07 10:04:59.555 ,sm,inst_issued,avg,per_cycle_active,0,2.87168
1,2025-08-07 10:04:59.555 ,smsp,sass_thread_inst_executed_op_fp64_pred_on,sum,No post,0,0
1,2025-08-07 10:04:59.555 ,smsp,sass_thread_inst_executed_op_integer_pred_on,sum,No post,0,1.38936e+07
1,2025-08-07 10:04:59.555 ,dram,bytes_read,sum,per_second,0,0
1,2025-08-07 10:04:59.555 ,dram,bytes_write,sum,per_second,0,0
1,2025-08-07 10:04:59.555 ,l1tex,t_sectors_pipe_lsu_mem_global_op_ld_lookup_hit,sum,No post,0,0
1,2025-08-07 10:04:59.555 ,l1tex,t_sectors_pipe_lsu_mem_global_op_st_lookup_hit,sum,No post,0,32768
1,2025-08-07 10:04:59.555 ,l1tex,t_sectors_pipe_lsu_mem_global_op_red_lookup_hit,sum,No post,0,0
1,2025-08-07 10:04:59.555 ,l1tex,t_sectors_pipe_lsu_mem_global_op_atom_lookup_hit,sum,No post,0,0
1,2025-08-07 10:04:59.555 ,l1tex,t_sectors_pipe_lsu_mem_global_op_ld,sum,No post,0,32768
1,2025-08-07 10:04:59.555 ,l1tex,t_sectors_pipe_lsu_mem_global_op_st,sum,No post,0,32768
1,2025-08-07 10:04:59.555 ,l1tex,t_sectors_pipe_lsu_mem_global_op_red,sum,No post,0,0
1,2025-08-07 10:04:59.555 ,l1tex,t_sectors_pipe_lsu_mem_global_op_atom,sum,No post,0,0
1,2025-08-07 10:04:59.555 ,lts,t_sector_op_read_hit_rate,pct,No post,0,99.997
