Requesting metric 'sm__cycles_active.sum'
Requesting metric 'sys__cycles_active.sum'
Requesting metric 'sm__warps_active.sum'
Requesting metric 'smsp__inst_executed_op_generic_atom_dot_alu.sum'
Requesting metric 'sm__cycles_elapsed.sum'
Requesting metric 'sys__cycles_elapsed.sum'
Requesting metric 'dram__sectors_read.sum'
Requesting metric 'dram__sectors_write.sum'
Requesting metric 'smsp__inst_executed_op_generic_atom_dot_cas.sum'
Requesting metric 'smsp__inst_executed_op_global_red.sum'
Requesting metric 'sm__inst_executed.sum'
Requesting metric 'smsp__inst_executed_pipe_fma.sum'
Requesting metric 'smsp__inst_executed_pipe_fp64.sum'
Requesting metric 'sm__inst_issued.sum'
Requesting metric 'lts__t_sectors_op_read_lookup_miss.sum'
Requesting metric 'smsp__warps_launched.sum'
Requesting metric 'smsp__thread_inst_executed.sum'
Requesting metric 'smsp__inst_executed_op_local_st.sum'
Requesting metric 'smsp__inst_executed_op_local_ld.sum'
Requesting metric 'smsp__inst_executed_op_global_st.sum'
Requesting metric 'smsp__inst_executed_op_global_ld.sum'

Context 0x17312160, device 0 (NVIDIA GeForce RTX 4060 Laptop GPU) session 1:
 [durata: 970 ms]:

Range Name                              Metric Name                                                                                         Metric Value
----------------------------------------------------------------------------------------------------------------------------------------------------------------
0                                       sm__cycles_active.sum                                                                               158193
1                                       sm__cycles_active.sum                                                                               50231
2                                       sm__cycles_active.sum                                                                               60535
3                                       sm__cycles_active.sum                                                                               27142
4                                       sm__cycles_active.sum                                                                               50579
5                                       sm__cycles_active.sum                                                                               38536
6                                       sm__cycles_active.sum                                                                               30184
7                                       sm__cycles_active.sum                                                                               243109
8                                       sm__cycles_active.sum                                                                               45966
9                                       sm__cycles_active.sum                                                                               46330
10                                      sm__cycles_active.sum                                                                               13580
11                                      sm__cycles_active.sum                                                                               18736
12                                      sm__cycles_active.sum                                                                               72386
13                                      sm__cycles_active.sum                                                                               1285
14                                      sm__cycles_active.sum                                                                               39867
15                                      sm__cycles_active.sum                                                                               1244
16                                      sm__cycles_active.sum                                                                               5500
17                                      sm__cycles_active.sum                                                                               1586
18                                      sm__cycles_active.sum                                                                               159488
19                                      sm__cycles_active.sum                                                                               51451
20                                      sm__cycles_active.sum                                                                               61797
21                                      sm__cycles_active.sum                                                                               27720
22                                      sm__cycles_active.sum                                                                               51414
23                                      sm__cycles_active.sum                                                                               38330
24                                      sm__cycles_active.sum                                                                               30785
25                                      sm__cycles_active.sum                                                                               243401
26                                      sm__cycles_active.sum                                                                               47728
27                                      sm__cycles_active.sum                                                                               46997
28                                      sm__cycles_active.sum                                                                               13973
29                                      sm__cycles_active.sum                                                                               18756
30                                      sm__cycles_active.sum                                                                               73328
31                                      sm__cycles_active.sum                                                                               1304
32                                      sm__cycles_active.sum                                                                               40633
33                                      sm__cycles_active.sum                                                                               1263
34                                      sm__cycles_active.sum                                                                               5592
35                                      sm__cycles_active.sum                                                                               1590
36                                      sm__cycles_active.sum                                                                               159641
37                                      sm__cycles_active.sum                                                                               51845
38                                      sm__cycles_active.sum                                                                               62165
39                                      sm__cycles_active.sum                                                                               27948
40                                      sm__cycles_active.sum                                                                               51496
41                                      sm__cycles_active.sum                                                                               38453
42                                      sm__cycles_active.sum                                                                               30847
43                                      sm__cycles_active.sum                                                                               243597
44                                      sm__cycles_active.sum                                                                               48044
45                                      sm__cycles_active.sum                                                                               47197
46                                      sm__cycles_active.sum                                                                               14034
47                                      sm__cycles_active.sum                                                                               18796
48                                      sm__cycles_active.sum                                                                               73548
49                                      sm__cycles_active.sum                                                                               1306
0                                       sys__cycles_active.sum                                                                              9420
1                                       sys__cycles_active.sum                                                                              4240
2                                       sys__cycles_active.sum                                                                              4376
3                                       sys__cycles_active.sum                                                                              2996
4                                       sys__cycles_active.sum                                                                              4470
5                                       sys__cycles_active.sum                                                                              3719
6                                       sys__cycles_active.sum                                                                              3629
7                                       sys__cycles_active.sum                                                                              36867
8                                       sys__cycles_active.sum                                                                              3936
9                                       sys__cycles_active.sum                                                                              3903
10                                      sys__cycles_active.sum                                                                              2907
11                                      sys__cycles_active.sum                                                                              4314
12                                      sys__cycles_active.sum                                                                              6582
13                                      sys__cycles_active.sum                                                                              3049
14                                      sys__cycles_active.sum                                                                              5240
15                                      sys__cycles_active.sum                                                                              2899
16                                      sys__cycles_active.sum                                                                              4385
17                                      sys__cycles_active.sum                                                                              3283
18                                      sys__cycles_active.sum                                                                              9101
19                                      sys__cycles_active.sum                                                                              4297
20                                      sys__cycles_active.sum                                                                              4537
21                                      sys__cycles_active.sum                                                                              3023
22                                      sys__cycles_active.sum                                                                              4483
23                                      sys__cycles_active.sum                                                                              3932
24                                      sys__cycles_active.sum                                                                              3487
25                                      sys__cycles_active.sum                                                                              34316
26                                      sys__cycles_active.sum                                                                              3870
27                                      sys__cycles_active.sum                                                                              4187
28                                      sys__cycles_active.sum                                                                              2757
29                                      sys__cycles_active.sum                                                                              4181
30                                      sys__cycles_active.sum                                                                              6410
31                                      sys__cycles_active.sum                                                                              2871
32                                      sys__cycles_active.sum                                                                              5068
33                                      sys__cycles_active.sum                                                                              2838
34                                      sys__cycles_active.sum                                                                              4216
35                                      sys__cycles_active.sum                                                                              3146
36                                      sys__cycles_active.sum                                                                              8717
37                                      sys__cycles_active.sum                                                                              4017
38                                      sys__cycles_active.sum                                                                              4432
39                                      sys__cycles_active.sum                                                                              2829
40                                      sys__cycles_active.sum                                                                              4157
41                                      sys__cycles_active.sum                                                                              3462
42                                      sys__cycles_active.sum                                                                              3423
43                                      sys__cycles_active.sum                                                                              33028
44                                      sys__cycles_active.sum                                                                              3945
45                                      sys__cycles_active.sum                                                                              3930
46                                      sys__cycles_active.sum                                                                              2731
47                                      sys__cycles_active.sum                                                                              4139
48                                      sys__cycles_active.sum                                                                              6213
49                                      sys__cycles_active.sum                                                                              2873
0                                       sm__warps_active.sum                                                                                1.23975e+06
1                                       sm__warps_active.sum                                                                                594692
2                                       sm__warps_active.sum                                                                                435367
3                                       sm__warps_active.sum                                                                                159703
4                                       sm__warps_active.sum                                                                                388687
5                                       sm__warps_active.sum                                                                                351923
6                                       sm__warps_active.sum                                                                                236636
7                                       sm__warps_active.sum                                                                                972308
8                                       sm__warps_active.sum                                                                                190559
9                                       sm__warps_active.sum                                                                                238793
10                                      sm__warps_active.sum                                                                                53198
11                                      sm__warps_active.sum                                                                                136074
12                                      sm__warps_active.sum                                                                                289317
13                                      sm__warps_active.sum                                                                                5072
14                                      sm__warps_active.sum                                                                                159298
15                                      sm__warps_active.sum                                                                                4863
16                                      sm__warps_active.sum                                                                                21970
17                                      sm__warps_active.sum                                                                                4581
18                                      sm__warps_active.sum                                                                                1.24872e+06
19                                      sm__warps_active.sum                                                                                608072
20                                      sm__warps_active.sum                                                                                444884
21                                      sm__warps_active.sum                                                                                162834
22                                      sm__warps_active.sum                                                                                395617
23                                      sm__warps_active.sum                                                                                350928
24                                      sm__warps_active.sum                                                                                241564
25                                      sm__warps_active.sum                                                                                973478
26                                      sm__warps_active.sum                                                                                197928
27                                      sm__warps_active.sum                                                                                241884
28                                      sm__warps_active.sum                                                                                54815
29                                      sm__warps_active.sum                                                                                136415
30                                      sm__warps_active.sum                                                                                293084
31                                      sm__warps_active.sum                                                                                5131
32                                      sm__warps_active.sum                                                                                162364
33                                      sm__warps_active.sum                                                                                4937
34                                      sm__warps_active.sum                                                                                22338
35                                      sm__warps_active.sum                                                                                4621
36                                      sm__warps_active.sum                                                                                1.25091e+06
37                                      sm__warps_active.sum                                                                                611934
38                                      sm__warps_active.sum                                                                                447861
39                                      sm__warps_active.sum                                                                                164236
40                                      sm__warps_active.sum                                                                                396206
41                                      sm__warps_active.sum                                                                                352044
42                                      sm__warps_active.sum                                                                                241984
43                                      sm__warps_active.sum                                                                                974262
44                                      sm__warps_active.sum                                                                                199312
45                                      sm__warps_active.sum                                                                                243021
46                                      sm__warps_active.sum                                                                                55036
47                                      sm__warps_active.sum                                                                                136732
48                                      sm__warps_active.sum                                                                                293964
49                                      sm__warps_active.sum                                                                                5158
0                                       smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
1                                       smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
2                                       smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
3                                       smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
4                                       smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
5                                       smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
6                                       smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
7                                       smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
8                                       smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
9                                       smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
10                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
11                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
12                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
13                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
14                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
15                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
16                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
17                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
18                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
19                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
20                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
21                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
22                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
23                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
24                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
25                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
26                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
27                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
28                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
29                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
30                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
31                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
32                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
33                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
34                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
35                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
36                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
37                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
38                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
39                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
40                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
41                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
42                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
43                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
44                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
45                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
46                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
47                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
48                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
49                                      smsp__inst_executed_op_generic_atom_dot_alu.sum                                                     0
0                                       sm__cycles_elapsed.sum                                                                              236920
1                                       sm__cycles_elapsed.sum                                                                              105168
2                                       sm__cycles_elapsed.sum                                                                              108472
3                                       sm__cycles_elapsed.sum                                                                              74328
4                                       sm__cycles_elapsed.sum                                                                              110952
5                                       sm__cycles_elapsed.sum                                                                              92248
6                                       sm__cycles_elapsed.sum                                                                              89944
7                                       sm__cycles_elapsed.sum                                                                              915984
8                                       sm__cycles_elapsed.sum                                                                              97600
9                                       sm__cycles_elapsed.sum                                                                              96680
10                                      sm__cycles_elapsed.sum                                                                              75136
11                                      sm__cycles_elapsed.sum                                                                              111248
12                                      sm__cycles_elapsed.sum                                                                              169920
13                                      sm__cycles_elapsed.sum                                                                              78672
14                                      sm__cycles_elapsed.sum                                                                              135064
15                                      sm__cycles_elapsed.sum                                                                              74936
16                                      sm__cycles_elapsed.sum                                                                              113136
17                                      sm__cycles_elapsed.sum                                                                              84808
18                                      sm__cycles_elapsed.sum                                                                              244728
19                                      sm__cycles_elapsed.sum                                                                              115472
20                                      sm__cycles_elapsed.sum                                                                              122024
21                                      sm__cycles_elapsed.sum                                                                              81184
22                                      sm__cycles_elapsed.sum                                                                              120704
23                                      sm__cycles_elapsed.sum                                                                              105680
24                                      sm__cycles_elapsed.sum                                                                              93648
25                                      sm__cycles_elapsed.sum                                                                              931600
26                                      sm__cycles_elapsed.sum                                                                              104352
27                                      sm__cycles_elapsed.sum                                                                              113072
28                                      sm__cycles_elapsed.sum                                                                              74400
29                                      sm__cycles_elapsed.sum                                                                              112856
30                                      sm__cycles_elapsed.sum                                                                              173776
31                                      sm__cycles_elapsed.sum                                                                              78712
32                                      sm__cycles_elapsed.sum                                                                              139008
33                                      sm__cycles_elapsed.sum                                                                              77880
34                                      sm__cycles_elapsed.sum                                                                              115696
35                                      sm__cycles_elapsed.sum                                                                              86264
36                                      sm__cycles_elapsed.sum                                                                              237072
37                                      sm__cycles_elapsed.sum                                                                              110184
38                                      sm__cycles_elapsed.sum                                                                              121408
39                                      sm__cycles_elapsed.sum                                                                              77576
40                                      sm__cycles_elapsed.sum                                                                              113912
41                                      sm__cycles_elapsed.sum                                                                              95288
42                                      sm__cycles_elapsed.sum                                                                              93888
43                                      sm__cycles_elapsed.sum                                                                              906184
44                                      sm__cycles_elapsed.sum                                                                              108392
45                                      sm__cycles_elapsed.sum                                                                              107808
46                                      sm__cycles_elapsed.sum                                                                              74808
47                                      sm__cycles_elapsed.sum                                                                              113600
48                                      sm__cycles_elapsed.sum                                                                              170208
49                                      sm__cycles_elapsed.sum                                                                              78720
0                                       sys__cycles_elapsed.sum                                                                             9420
1                                       sys__cycles_elapsed.sum                                                                             4240
2                                       sys__cycles_elapsed.sum                                                                             4376
3                                       sys__cycles_elapsed.sum                                                                             2996
