session_id,duration_ms,location,metric_name,rollup_operation,range_name,metric_value
1,48,sm,cycles_active,sum,0,158963
1,48,sys,cycles_active,sum,0,8962
1,48,sm,warps_active,sum,0,1.24736e+06
1,48,smsp,inst_executed_op_generic_atom_dot_alu,sum,0,0
1,48,sm,cycles_elapsed,sum,0,241504
1,48,sys,cycles_elapsed,sum,0,8962
1,48,dram,sectors_read,sum,0,8
1,48,dram,sectors_write,sum,0,128
1,48,smsp,inst_executed_op_generic_atom_dot_cas,sum,0,0
1,48,smsp,inst_executed_op_global_red,sum,0,0
1,48,sm,inst_executed,sum,0,283318
1,48,smsp,inst_executed_pipe_fma,sum,0,156310
1,48,smsp,inst_executed_pipe_fp64,sum,0,0
1,48,sm,inst_issued,sum,0,288173
1,48,lts,t_sectors_op_read_lookup_miss,sum,0,7
1,48,smsp,warps_launched,sum,0,196
1,48,smsp,thread_inst_executed,sum,0,8.86312e+06
1,48,smsp,inst_executed_op_local_st,sum,0,0
1,48,smsp,inst_executed_op_local_ld,sum,0,0
1,48,smsp,inst_executed_op_global_st,sum,0,2744
1,48,smsp,inst_executed_op_global_ld,sum,0,5586
2,46,sm,cycles_active,sum,0,51483
2,46,sys,cycles_active,sum,0,4231
2,46,sm,warps_active,sum,0,608508
2,46,smsp,inst_executed_op_generic_atom_dot_alu,sum,0,0
2,46,sm,cycles_elapsed,sum,0,113632
2,46,sys,cycles_elapsed,sum,0,4231
2,46,dram,sectors_read,sum,0,344
2,46,dram,sectors_write,sum,0,0
2,46,smsp,inst_executed_op_generic_atom_dot_cas,sum,0,0
2,46,smsp,inst_executed_op_global_red,sum,0,0
2,46,sm,inst_executed,sum,0,30892
2,46,smsp,inst_executed_pipe_fma,sum,0,9408
2,46,smsp,inst_executed_pipe_fp64,sum,0,0
2,46,sm,inst_issued,sum,0,35524
2,46,lts,t_sectors_op_read_lookup_miss,sum,0,345
2,46,smsp,warps_launched,sum,0,296
2,46,smsp,thread_inst_executed,sum,0,988544
2,46,smsp,inst_executed_op_local_st,sum,0,0
2,46,smsp,inst_executed_op_local_ld,sum,0,0
2,46,smsp,inst_executed_op_global_st,sum,0,588
2,46,smsp,inst_executed_op_global_ld,sum,0,1176
3,46,sm,cycles_active,sum,0,61699
3,46,sys,cycles_active,sum,0,4182
3,46,sm,warps_active,sum,0,443789
3,46,smsp,inst_executed_op_generic_atom_dot_alu,sum,0,0
3,46,sm,cycles_elapsed,sum,0,112408
3,46,sys,cycles_elapsed,sum,0,4182
3,46,dram,sectors_read,sum,0,0
3,46,dram,sectors_write,sum,0,0
3,46,smsp,inst_executed_op_generic_atom_dot_cas,sum,0,0
3,46,smsp,inst_executed_op_global_red,sum,0,0
3,46,sm,inst_executed,sum,0,17136
3,46,smsp,inst_executed_pipe_fma,sum,0,5688
3,46,smsp,inst_executed_pipe_fp64,sum,0,0
3,46,sm,inst_issued,sum,0,21456
3,46,lts,t_sectors_op_read_lookup_miss,sum,0,0
3,46,smsp,warps_launched,sum,0,192
3,46,smsp,thread_inst_executed,sum,0,541056
3,46,smsp,inst_executed_op_local_st,sum,0,0
3,46,smsp,inst_executed_op_local_ld,sum,0,0
3,46,smsp,inst_executed_op_global_st,sum,0,600
3,46,smsp,inst_executed_op_global_ld,sum,0,1368
4,37,sm,cycles_active,sum,0,27721
4,37,sys,cycles_active,sum,0,2905
4,37,sm,warps_active,sum,0,163030
4,37,smsp,inst_executed_op_generic_atom_dot_alu,sum,0,0
4,37,sm,cycles_elapsed,sum,0,77976
4,37,sys,cycles_elapsed,sum,0,2905
4,37,dram,sectors_read,sum,0,0
4,37,dram,sectors_write,sum,0,0
4,37,smsp,inst_executed_op_generic_atom_dot_cas,sum,0,0
4,37,smsp,inst_executed_op_global_red,sum,0,0
4,37,sm,inst_executed,sum,0,4740
4,37,smsp,inst_executed_pipe_fma,sum,0,1528
4,37,smsp,inst_executed_pipe_fp64,sum,0,0
4,37,sm,inst_issued,sum,0,6216
4,37,lts,t_sectors_op_read_lookup_miss,sum,0,0
4,37,smsp,warps_launched,sum,0,148
4,37,smsp,thread_inst_executed,sum,0,151680
4,37,smsp,inst_executed_op_local_st,sum,0,0
4,37,smsp,inst_executed_op_local_ld,sum,0,0
4,37,smsp,inst_executed_op_global_st,sum,0,156
4,37,smsp,inst_executed_op_global_ld,sum,0,160
5,42,sm,cycles_active,sum,0,51393
5,42,sys,cycles_active,sum,0,4191
5,42,sm,warps_active,sum,0,395232
5,42,smsp,inst_executed_op_generic_atom_dot_alu,sum,0,0
5,42,sm,cycles_elapsed,sum,0,114856
5,42,sys,cycles_elapsed,sum,0,4191
5,42,dram,sectors_read,sum,0,0
5,42,dram,sectors_write,sum,0,0
5,42,smsp,inst_executed_op_generic_atom_dot_cas,sum,0,0
5,42,smsp,inst_executed_op_global_red,sum,0,0
5,42,sm,inst_executed,sum,0,41793
5,42,smsp,inst_executed_pipe_fma,sum,0,15592
5,42,smsp,inst_executed_pipe_fp64,sum,0,0
5,42,sm,inst_issued,sum,0,44028
5,42,lts,t_sectors_op_read_lookup_miss,sum,0,0
5,42,smsp,warps_launched,sum,0,152
5,42,smsp,thread_inst_executed,sum,0,1.33738e+06
5,42,smsp,inst_executed_op_local_st,sum,0,0
5,42,smsp,inst_executed_op_local_ld,sum,0,0
5,42,smsp,inst_executed_op_global_st,sum,0,294
5,42,smsp,inst_executed_op_global_ld,sum,0,588
6,38,sm,cycles_active,sum,0,39228
6,38,sys,cycles_active,sum,0,3489
6,38,sm,warps_active,sum,0,358575
6,38,smsp,inst_executed_op_generic_atom_dot_alu,sum,0,0
6,38,sm,cycles_elapsed,sum,0,95696
6,38,sys,cycles_elapsed,sum,0,3489
6,38,dram,sectors_read,sum,0,0
6,38,dram,sectors_write,sum,0,0
6,38,smsp,inst_executed_op_generic_atom_dot_cas,sum,0,0
6,38,smsp,inst_executed_op_global_red,sum,0,0
6,38,sm,inst_executed,sum,0,27808
6,38,smsp,inst_executed_pipe_fma,sum,0,8912
6,38,smsp,inst_executed_pipe_fp64,sum,0,0
6,38,sm,inst_issued,sum,0,30243
6,38,lts,t_sectors_op_read_lookup_miss,sum,0,0
6,38,smsp,warps_launched,sum,0,224
6,38,smsp,thread_inst_executed,sum,0,594496
6,38,smsp,inst_executed_op_local_st,sum,0,0
6,38,smsp,inst_executed_op_local_ld,sum,0,0
6,38,smsp,inst_executed_op_global_st,sum,0,784
6,38,smsp,inst_executed_op_global_ld,sum,0,672
7,50,sm,cycles_active,sum,0,30679
7,50,sys,cycles_active,sum,0,3564
7,50,sm,warps_active,sum,0,240476
7,50,smsp,inst_executed_op_generic_atom_dot_alu,sum,0,0
7,50,sm,cycles_elapsed,sum,0,97816
7,50,sys,cycles_elapsed,sum,0,3564
7,50,dram,sectors_read,sum,0,0
7,50,dram,sectors_write,sum,0,0
7,50,smsp,inst_executed_op_generic_atom_dot_cas,sum,0,0
7,50,smsp,inst_executed_op_global_red,sum,0,0
7,50,sm,inst_executed,sum,0,21760
7,50,smsp,inst_executed_pipe_fma,sum,0,6608
7,50,smsp,inst_executed_pipe_fp64,sum,0,0
7,50,sm,inst_issued,sum,0,23157
7,50,lts,t_sectors_op_read_lookup_miss,sum,0,0
7,50,smsp,warps_launched,sum,0,128
7,50,smsp,thread_inst_executed,sum,0,350464
7,50,smsp,inst_executed_op_local_st,sum,0,0
7,50,smsp,inst_executed_op_local_ld,sum,0,0
7,50,smsp,inst_executed_op_global_st,sum,0,400
7,50,smsp,inst_executed_op_global_ld,sum,0,384
8,36,sm,cycles_active,sum,0,47435
8,36,sys,cycles_active,sum,0,3720
8,36,sm,warps_active,sum,0,196756
8,36,smsp,inst_executed_op_generic_atom_dot_alu,sum,0,0
8,36,sm,cycles_elapsed,sum,0,102072
8,36,sys,cycles_elapsed,sum,0,3720
8,36,dram,sectors_read,sum,0,0
8,36,dram,sectors_write,sum,0,0
8,36,smsp,inst_executed_op_generic_atom_dot_cas,sum,0,0
8,36,smsp,inst_executed_op_global_red,sum,0,0
8,36,sm,inst_executed,sum,0,10500
8,36,smsp,inst_executed_pipe_fma,sum,0,3200
8,36,smsp,inst_executed_pipe_fp64,sum,0,0
8,36,sm,inst_issued,sum,0,12096
8,36,lts,t_sectors_op_read_lookup_miss,sum,0,0
8,36,smsp,warps_launched,sum,0,100
8,36,smsp,thread_inst_executed,sum,0,336000
8,36,smsp,inst_executed_op_local_st,sum,0,0
8,36,smsp,inst_executed_op_local_ld,sum,0,0
8,36,smsp,inst_executed_op_global_st,sum,0,200
8,36,smsp,inst_executed_op_global_ld,sum,0,400
9,49,sm,cycles_active,sum,0,47244
9,49,sys,cycles_active,sum,0,3680
9,49,sm,warps_active,sum,0,243279
9,49,smsp,inst_executed_op_generic_atom_dot_alu,sum,0,0
9,49,sm,cycles_elapsed,sum,0,100960
9,49,sys,cycles_elapsed,sum,0,3680
9,49,dram,sectors_read,sum,0,0
9,49,dram,sectors_write,sum,0,0
9,49,smsp,inst_executed_op_generic_atom_dot_cas,sum,0,0
9,49,smsp,inst_executed_op_global_red,sum,0,0
9,49,sm,inst_executed,sum,0,9024
9,49,smsp,inst_executed_pipe_fma,sum,0,3072
9,49,smsp,inst_executed_pipe_fp64,sum,0,0
9,49,sm,inst_issued,sum,0,11933
9,49,lts,t_sectors_op_read_lookup_miss,sum,0,0
9,49,smsp,warps_launched,sum,0,128
9,49,smsp,thread_inst_executed,sum,0,256256
9,49,smsp,inst_executed_op_local_st,sum,0,0
9,49,smsp,inst_executed_op_local_ld,sum,0,0
9,49,smsp,inst_executed_op_global_st,sum,0,256
9,49,smsp,inst_executed_op_global_ld,sum,0,768
10,43,sm,cycles_active,sum,0,13859
10,43,sys,cycles_active,sum,0,2852
10,43,sm,warps_active,sum,0,54378
10,43,smsp,inst_executed_op_generic_atom_dot_alu,sum,0,0
10,43,sm,cycles_elapsed,sum,0,78088
10,43,sys,cycles_elapsed,sum,0,2852
10,43,dram,sectors_read,sum,0,0
10,43,dram,sectors_write,sum,0,0
10,43,smsp,inst_executed_op_generic_atom_dot_cas,sum,0,0
10,43,smsp,inst_executed_op_global_red,sum,0,0
10,43,sm,inst_executed,sum,0,1716
10,43,smsp,inst_executed_pipe_fma,sum,0,544
10,43,smsp,inst_executed_pipe_fp64,sum,0,0
10,43,sm,inst_issued,sum,0,2236
10,43,lts,t_sectors_op_read_lookup_miss,sum,0,0
10,43,smsp,warps_launched,sum,0,52
10,43,smsp,thread_inst_executed,sum,0,54912
10,43,smsp,inst_executed_op_local_st,sum,0,0
10,43,smsp,inst_executed_op_local_ld,sum,0,0
10,43,smsp,inst_executed_op_global_st,sum,0,56
10,43,smsp,inst_executed_op_global_ld,sum,0,56
11,76,sm,cycles_active,sum,0,18902
11,76,sys,cycles_active,sum,0,4164
11,76,sm,warps_active,sum,0,137226
11,76,smsp,inst_executed_op_generic_atom_dot_alu,sum,0,0
11,76,sm,cycles_elapsed,sum,0,114176
11,76,sys,cycles_elapsed,sum,0,4164
11,76,dram,sectors_read,sum,0,0
11,76,dram,sectors_write,sum,0,0
11,76,smsp,inst_executed_op_generic_atom_dot_cas,sum,0,0
11,76,smsp,inst_executed_op_global_red,sum,0,0
11,76,sm,inst_executed,sum,0,14254
11,76,smsp,inst_executed_pipe_fma,sum,0,5312
11,76,smsp,inst_executed_pipe_fp64,sum,0,0
11,76,sm,inst_issued,sum,0,15040
11,76,lts,t_sectors_op_read_lookup_miss,sum,0,0
11,76,smsp,warps_launched,sum,0,56
11,76,smsp,thread_inst_executed,sum,0,456128
11,76,smsp,inst_executed_op_local_st,sum,0,0
11,76,smsp,inst_executed_op_local_ld,sum,0,0
11,76,smsp,inst_executed_op_global_st,sum,0,100
11,76,smsp,inst_executed_op_global_ld,sum,0,200
12,48,sm,cycles_active,sum,0,73317
12,48,sys,cycles_active,sum,0,6420
12,48,sm,warps_active,sum,0,293041
12,48,smsp,inst_executed_op_generic_atom_dot_alu,sum,0,0
12,48,sm,cycles_elapsed,sum,0,175808
12,48,sys,cycles_elapsed,sum,0,6420
12,48,dram,sectors_read,sum,0,416
12,48,dram,sectors_write,sum,0,3580
12,48,smsp,inst_executed_op_generic_atom_dot_cas,sum,0,0
12,48,smsp,inst_executed_op_global_red,sum,0,0
12,48,sm,inst_executed,sum,0,37005
12,48,smsp,inst_executed_pipe_fma,sum,0,13815
12,48,smsp,inst_executed_pipe_fp64,sum,0,0
12,48,sm,inst_issued,sum,0,37725
12,48,lts,t_sectors_op_read_lookup_miss,sum,0,410
12,48,smsp,warps_launched,sum,0,60
12,48,smsp,thread_inst_executed,sum,0,932280
12,48,smsp,inst_executed_op_local_st,sum,0,0
12,48,smsp,inst_executed_op_local_ld,sum,0,0
12,48,smsp,inst_executed_op_global_st,sum,0,240
12,48,smsp,inst_executed_op_global_ld,sum,0,2760
13,43,sm,cycles_active,sum,0,1307
13,43,sys,cycles_active,sum,0,2979
13,43,sm,warps_active,sum,0,5159
13,43,smsp,inst_executed_op_generic_atom_dot_alu,sum,0,0
13,43,sm,cycles_elapsed,sum,0,81688
13,43,sys,cycles_elapsed,sum,0,2979
13,43,dram,sectors_read,sum,0,172
13,43,dram,sectors_write,sum,0,212
13,43,smsp,inst_executed_op_generic_atom_dot_cas,sum,0,0
13,43,smsp,inst_executed_op_global_red,sum,0,0
13,43,sm,inst_executed,sum,0,288
13,43,smsp,inst_executed_pipe_fma,sum,0,94
13,43,smsp,inst_executed_pipe_fp64,sum,0,0
13,43,sm,inst_issued,sum,0,328
13,43,lts,t_sectors_op_read_lookup_miss,sum,0,170
13,43,smsp,warps_launched,sum,0,4
13,43,smsp,thread_inst_executed,sum,0,9216
13,43,smsp,inst_executed_op_local_st,sum,0,0
13,43,smsp,inst_executed_op_local_ld,sum,0,0
13,43,smsp,inst_executed_op_global_st,sum,0,15
13,43,smsp,inst_executed_op_global_ld,sum,0,16
14,44,sm,cycles_active,sum,0,40440
14,44,sys,cycles_active,sum,0,5334
14,44,sm,warps_active,sum,0,161591
14,44,smsp,inst_executed_op_generic_atom_dot_alu,sum,0,0
14,44,sm,cycles_elapsed,sum,0,146312
14,44,sys,cycles_elapsed,sum,0,5334
14,44,dram,sectors_read,sum,0,372
14,44,dram,sectors_write,sum,0,1100
14,44,smsp,inst_executed_op_generic_atom_dot_cas,sum,0,0
14,44,smsp,inst_executed_op_global_red,sum,0,0
14,44,sm,inst_executed,sum,0,17763
14,44,smsp,inst_executed_pipe_fma,sum,0,6830
14,44,smsp,inst_executed_pipe_fp64,sum,0,0
14,44,sm,inst_issued,sum,0,18291
14,44,lts,t_sectors_op_read_lookup_miss,sum,0,370
14,44,smsp,warps_launched,sum,0,44
14,44,smsp,thread_inst_executed,sum,0,315652
14,44,smsp,inst_executed_op_local_st,sum,0,0
14,44,smsp,inst_executed_op_local_ld,sum,0,0
14,44,smsp,inst_executed_op_global_st,sum,0,168
14,44,smsp,inst_executed_op_global_ld,sum,0,1104
15,40,sm,cycles_active,sum,0,1262
15,40,sys,cycles_active,sum,0,3006
15,40,sm,warps_active,sum,0,4935
15,40,smsp,inst_executed_op_generic_atom_dot_alu,sum,0,0
15,40,sm,cycles_elapsed,sum,0,82480
15,40,sys,cycles_elapsed,sum,0,3006
15,40,dram,sectors_read,sum,0,172
15,40,dram,sectors_write,sum,0,200
15,40,smsp,inst_executed_op_generic_atom_dot_cas,sum,0,0
15,40,smsp,inst_executed_op_global_red,sum,0,0
15,40,sm,inst_executed,sum,0,265
