session_id,duration_ms,location,metric_name,rollup_operation,range_name,metric_value
1,20485,sm,cycles_active,sum,0,6.88249e+09
1,20485,sm,cycles_active,sum,1,6.88385e+09
1,20485,sm,cycles_active,sum,2,6.8831e+09
1,20485,sm,cycles_active,sum,3,6.88217e+09
1,20485,sm,cycles_active,sum,4,6.88231e+09
1,20485,sm,cycles_active,sum,5,6.88235e+09
1,20485,sm,cycles_active,sum,6,6.88394e+09
1,20485,sm,cycles_active,sum,7,6.88466e+09
1,20485,sm,cycles_active,sum,8,6.88232e+09
1,20485,sm,cycles_active,sum,9,6.88383e+09
1,20485,sm,cycles_active,sum,10,6.8808e+09
1,20485,sm,cycles_active,sum,11,6.88392e+09
1,20485,sm,cycles_active,sum,12,6.8842e+09
1,20485,sm,cycles_active,sum,13,9.84178e+08
1,20485,sm,cycles_active,sum,14,6.88305e+09
1,20485,sys,cycles_active,sum,0,2.64454e+08
1,20485,sys,cycles_active,sum,1,2.65892e+08
1,20485,sys,cycles_active,sum,2,2.67745e+08
1,20485,sys,cycles_active,sum,3,2.61796e+08
1,20485,sys,cycles_active,sum,4,2.6917e+08
1,20485,sys,cycles_active,sum,5,2.66531e+08
1,20485,sys,cycles_active,sum,6,2.69218e+08
1,20485,sys,cycles_active,sum,7,2.65986e+08
1,20485,sys,cycles_active,sum,8,2.6747e+08
1,20485,sys,cycles_active,sum,9,2.69274e+08
1,20485,sys,cycles_active,sum,10,2.67299e+08
1,20485,sys,cycles_active,sum,11,2.69312e+08
1,20485,sys,cycles_active,sum,12,2.66609e+08
1,20485,sys,cycles_active,sum,13,3.64307e+07
1,20485,sys,cycles_active,sum,14,2.70688e+08
1,20485,sm,warps_active,sum,0,1.09592e+11
1,20485,sm,warps_active,sum,1,1.09606e+11
1,20485,sm,warps_active,sum,2,1.09611e+11
1,20485,sm,warps_active,sum,3,1.09579e+11
1,20485,sm,warps_active,sum,4,1.09573e+11
1,20485,sm,warps_active,sum,5,1.0958e+11
1,20485,sm,warps_active,sum,6,1.096e+11
1,20485,sm,warps_active,sum,7,1.0965e+11
1,20485,sm,warps_active,sum,8,1.0961e+11
1,20485,sm,warps_active,sum,9,1.09631e+11
1,20485,sm,warps_active,sum,10,1.09586e+11
1,20485,sm,warps_active,sum,11,1.09589e+11
1,20485,sm,warps_active,sum,12,1.09615e+11
1,20485,sm,warps_active,sum,13,4.44742e+10
1,20485,sm,warps_active,sum,14,1.09582e+11
1,20485,smsp,inst_executed_op_generic_atom_dot_alu,sum,0,0
1,20485,smsp,inst_executed_op_generic_atom_dot_alu,sum,1,0
1,20485,smsp,inst_executed_op_generic_atom_dot_alu,sum,2,0
1,20485,smsp,inst_executed_op_generic_atom_dot_alu,sum,3,0
1,20485,smsp,inst_executed_op_generic_atom_dot_alu,sum,4,0
1,20485,smsp,inst_executed_op_generic_atom_dot_alu,sum,5,0
1,20485,smsp,inst_executed_op_generic_atom_dot_alu,sum,6,0
1,20485,smsp,inst_executed_op_generic_atom_dot_alu,sum,7,0
1,20485,smsp,inst_executed_op_generic_atom_dot_alu,sum,8,0
1,20485,smsp,inst_executed_op_generic_atom_dot_alu,sum,9,0
1,20485,smsp,inst_executed_op_generic_atom_dot_alu,sum,10,0
1,20485,smsp,inst_executed_op_generic_atom_dot_alu,sum,11,0
1,20485,smsp,inst_executed_op_generic_atom_dot_alu,sum,12,0
1,20485,smsp,inst_executed_op_generic_atom_dot_alu,sum,13,0
1,20485,smsp,inst_executed_op_generic_atom_dot_alu,sum,14,0
1,20485,sm,cycles_elapsed,sum,0,6.88636e+09
1,20485,sm,cycles_elapsed,sum,1,6.88972e+09
1,20485,sm,cycles_elapsed,sum,2,6.88703e+09
1,20485,sm,cycles_elapsed,sum,3,6.88805e+09
1,20485,sm,cycles_elapsed,sum,4,6.89274e+09
1,20485,sm,cycles_elapsed,sum,5,6.88939e+09
1,20485,sm,cycles_elapsed,sum,6,6.8912e+09
1,20485,sm,cycles_elapsed,sum,7,6.88871e+09
1,20485,sm,cycles_elapsed,sum,8,6.88675e+09
1,20485,sm,cycles_elapsed,sum,9,6.89023e+09
1,20485,sm,cycles_elapsed,sum,10,6.8903e+09
1,20485,sm,cycles_elapsed,sum,11,6.88874e+09
1,20485,sm,cycles_elapsed,sum,12,6.88916e+09
1,20485,sm,cycles_elapsed,sum,13,9.93839e+08
1,20485,sm,cycles_elapsed,sum,14,6.89185e+09
1,20485,sys,cycles_elapsed,sum,0,2.64454e+08
1,20485,sys,cycles_elapsed,sum,1,2.65892e+08
1,20485,sys,cycles_elapsed,sum,2,2.67745e+08
1,20485,sys,cycles_elapsed,sum,3,2.61796e+08
1,20485,sys,cycles_elapsed,sum,4,2.6917e+08
1,20485,sys,cycles_elapsed,sum,5,2.66531e+08
1,20485,sys,cycles_elapsed,sum,6,2.69218e+08
1,20485,sys,cycles_elapsed,sum,7,2.65986e+08
1,20485,sys,cycles_elapsed,sum,8,2.6747e+08
1,20485,sys,cycles_elapsed,sum,9,2.69274e+08
1,20485,sys,cycles_elapsed,sum,10,2.67299e+08
1,20485,sys,cycles_elapsed,sum,11,2.69312e+08
1,20485,sys,cycles_elapsed,sum,12,2.66609e+08
1,20485,sys,cycles_elapsed,sum,13,3.64307e+07
1,20485,sys,cycles_elapsed,sum,14,2.70688e+08
1,20485,dram,sectors_read,sum,0,1.44057e+08
1,20485,dram,sectors_read,sum,1,1.47755e+08
1,20485,dram,sectors_read,sum,2,1.4593e+08
1,20485,dram,sectors_read,sum,3,1.50682e+08
1,20485,dram,sectors_read,sum,4,1.54922e+08
1,20485,dram,sectors_read,sum,5,1.48601e+08
1,20485,dram,sectors_read,sum,6,1.47827e+08
1,20485,dram,sectors_read,sum,7,1.46424e+08
1,20485,dram,sectors_read,sum,8,1.45877e+08
1,20485,dram,sectors_read,sum,9,1.48405e+08
1,20485,dram,sectors_read,sum,10,1.46871e+08
1,20485,dram,sectors_read,sum,11,1.46197e+08
1,20485,dram,sectors_read,sum,12,1.47602e+08
1,20485,dram,sectors_read,sum,13,1.09093e+08
