session_id,duration_ms,location,metric_name,rollup_operation,Post,range_name,metric_value
1,2025-06-05 21:38:23.492 ,sm,inst_executed,avg,per_cycle_elapsed,0,2.07185
1,2025-06-05 21:38:23.492 ,sm,instruction_throughput,avg,pct_of_peak_sustained_active,0,53.4721
1,2025-06-05 21:38:23.492 ,sm,inst_executed,avg,per_cycle_active,0,2.13336
1,2025-06-05 21:38:23.492 ,sm,inst_issued,avg,pct_of_peak_sustained_active,0,53.4721
1,2025-06-05 21:38:23.492 ,sm,inst_issued,avg,per_cycle_active,0,2.13888
1,2025-06-05 21:38:23.492 ,smsp,sass_thread_inst_executed_op_fp64_pred_on,sum,No post,0,0
1,2025-06-05 21:38:23.492 ,smsp,sass_thread_inst_executed_op_integer_pred_on,sum,No post,0,4.8169e+07
1,2025-06-05 21:38:23.492 ,dram,bytes_read,sum,per_second,0,0
1,2025-06-05 21:38:23.492 ,dram,bytes_write,sum,per_second,0,0
1,2025-06-05 21:38:23.492 ,l1tex,t_sectors_pipe_lsu_mem_global_op_ld_lookup_hit,sum,No post,0,49344
1,2025-06-05 21:38:23.492 ,l1tex,t_sectors_pipe_lsu_mem_global_op_st_lookup_hit,sum,No post,0,173990
1,2025-06-05 21:38:23.492 ,l1tex,t_sectors_pipe_lsu_mem_global_op_red_lookup_hit,sum,No post,0,0
1,2025-06-05 21:38:23.492 ,l1tex,t_sectors_pipe_lsu_mem_global_op_atom_lookup_hit,sum,No post,0,0
1,2025-06-05 21:38:23.492 ,l1tex,t_sectors_pipe_lsu_mem_global_op_ld,sum,No post,0,204800
1,2025-06-05 21:38:23.492 ,l1tex,t_sectors_pipe_lsu_mem_global_op_st,sum,No post,0,196515
1,2025-06-05 21:38:23.492 ,l1tex,t_sectors_pipe_lsu_mem_global_op_red,sum,No post,0,0
1,2025-06-05 21:38:23.492 ,l1tex,t_sectors_pipe_lsu_mem_global_op_atom,sum,No post,0,0
1,2025-06-05 21:38:23.492 ,lts,t_sector_op_read_hit_rate,pct,No post,0,99.9994
1,2025-06-05 21:38:23.492 ,lts,t_sector_op_write_hit_rate,pct,No post,0,100
1,2025-06-05 21:38:23.492 ,smsp,warp_issue_stalled_imc_miss_per_warp_active,pct,No post,0,0.541451
1,2025-06-05 21:38:23.492 ,smsp,warp_issue_stalled_long_scoreboard_per_warp_active,pct,No post,0,5.23093
1,2025-06-05 21:38:23.492 ,smsp,warp_issue_stalled_wait_per_warp_active,pct,No post,0,14.2643
1,2025-06-05 21:38:23.492 ,smsp,warp_issue_stalled_short_scoreboard_per_warp_active,pct,No post,0,14.5769
1,2025-06-05 21:38:23.492 ,smsp,warp_issue_stalled_not_selected_per_warp_active,pct,No post,0,8.25865
1,2025-06-05 21:38:23.492 ,smsp,warp_issue_stalled_sleeping_per_warp_active,pct,No post,0,0
1,2025-06-05 21:38:23.492 ,smsp,warp_issue_stalled_barrier_per_warp_active,pct,No post,0,28.7504
1,2025-06-05 21:38:23.492 ,smsp,warp_issue_stalled_membar_per_warp_active,pct,No post,0,0
1,2025-06-05 21:38:23.492 ,smsp,warp_issue_stalled_tex_throttle_per_warp_active,pct,No post,0,0.000506633
1,2025-06-05 21:38:23.492 ,smsp,warp_issue_stalled_mio_throttle_per_warp_active,pct,No post,0,16.0859
1,2025-06-05 21:38:23.492 ,smsp,warp_issue_stalled_math_pipe_throttle_per_warp_active,pct,No post,0,1.86988
1,2025-06-05 21:38:23.492 ,smsp,warp_issue_stalled_lg_throttle_per_warp_active,pct,No post,0,0.00556672
1,2025-06-05 21:38:23.492 ,smsp,warp_issue_stalled_drain_per_warp_active,pct,No post,0,1.48044
2,2025-06-05 21:38:23.587 ,sm,inst_executed,avg,per_cycle_elapsed,0,0.154216
2,2025-06-05 21:38:23.587 ,sm,instruction_throughput,avg,pct_of_peak_sustained_active,0,88.3428
2,2025-06-05 21:38:23.587 ,sm,inst_executed,avg,per_cycle_active,0,0.155289
