session_id,duration_ms,location,metric_name,rollup_operation,Post,range_name,metric_value
1,2025-06-06 01:46:38.938 ,sm,inst_executed,avg,per_cycle_elapsed,0,0.0381596
1,2025-06-06 01:46:38.938 ,sm,instruction_throughput,avg,pct_of_peak_sustained_active,0,13.1969
1,2025-06-06 01:46:38.938 ,sm,inst_executed,avg,per_cycle_active,0,0.431991
1,2025-06-06 01:46:38.938 ,sm,inst_issued,avg,pct_of_peak_sustained_active,0,13.1969
1,2025-06-06 01:46:38.938 ,sm,inst_issued,avg,per_cycle_active,0,0.527877
1,2025-06-06 01:46:38.938 ,dram,bytes_read,sum,per_second,0,0
1,2025-06-06 01:46:38.938 ,dram,bytes_write,sum,per_second,0,0
1,2025-06-06 01:46:38.938 ,l1tex,t_sectors_pipe_lsu_mem_global_op_ld_lookup_hit,sum,No post,0,0
1,2025-06-06 01:46:38.938 ,l1tex,t_sectors_pipe_lsu_mem_global_op_st_lookup_hit,sum,No post,0,57
1,2025-06-06 01:46:38.938 ,l1tex,t_sectors_pipe_lsu_mem_global_op_red_lookup_hit,sum,No post,0,0
1,2025-06-06 01:46:38.938 ,l1tex,t_sectors_pipe_lsu_mem_global_op_atom_lookup_hit,sum,No post,0,0
1,2025-06-06 01:46:38.938 ,l1tex,t_sectors_pipe_lsu_mem_global_op_ld,sum,No post,0,0
1,2025-06-06 01:46:38.938 ,l1tex,t_sectors_pipe_lsu_mem_global_op_st,sum,No post,0,227
1,2025-06-06 01:46:38.938 ,l1tex,t_sectors_pipe_lsu_mem_global_op_red,sum,No post,0,0
1,2025-06-06 01:46:38.938 ,l1tex,t_sectors_pipe_lsu_mem_global_op_atom,sum,No post,0,0
1,2025-06-06 01:46:38.938 ,lts,t_sector_op_read_hit_rate,pct,No post,0,100
1,2025-06-06 01:46:38.938 ,lts,t_sector_op_write_hit_rate,pct,No post,0,100
1,2025-06-06 01:46:38.938 ,smsp,sass_thread_inst_executed_op_fp64_pred_on,sum,No post,0,0
1,2025-06-06 01:46:38.938 ,smsp,sass_thread_inst_executed_op_integer_pred_on,sum,No post,0,58544
1,2025-06-06 01:46:38.938 ,smsp,warp_issue_stalled_short_scoreboard_per_warp_active,pct,No post,0,2.05936
1,2025-06-06 01:46:38.938 ,smsp,warp_issue_stalled_imc_miss_per_warp_active,pct,No post,0,58.3323
1,2025-06-06 01:46:38.938 ,smsp,warp_issue_stalled_long_scoreboard_per_warp_active,pct,No post,0,0
1,2025-06-06 01:46:38.938 ,smsp,warp_issue_stalled_wait_per_warp_active,pct,No post,0,19.2792
1,2025-06-06 01:46:38.938 ,smsp,warp_issue_stalled_not_selected_per_warp_active,pct,No post,0,1.06198
1,2025-06-06 01:46:38.938 ,smsp,warp_issue_stalled_sleeping_per_warp_active,pct,No post,0,0
1,2025-06-06 01:46:38.938 ,smsp,warp_issue_stalled_barrier_per_warp_active,pct,No post,0,0
1,2025-06-06 01:46:38.938 ,smsp,warp_issue_stalled_membar_per_warp_active,pct,No post,0,0
1,2025-06-06 01:46:38.938 ,smsp,warp_issue_stalled_tex_throttle_per_warp_active,pct,No post,0,0
1,2025-06-06 01:46:38.938 ,smsp,warp_issue_stalled_mio_throttle_per_warp_active,pct,No post,0,0
1,2025-06-06 01:46:38.938 ,smsp,warp_issue_stalled_math_pipe_throttle_per_warp_active,pct,No post,0,0.765193
1,2025-06-06 01:46:38.938 ,smsp,warp_issue_stalled_lg_throttle_per_warp_active,pct,No post,0,0
1,2025-06-06 01:46:38.938 ,smsp,warp_issue_stalled_drain_per_warp_active,pct,No post,0,1.59297
2,2025-06-06 01:46:39.214 ,sm,inst_executed,avg,per_cycle_elapsed,0,2.49883
2,2025-06-06 01:46:39.214 ,sm,instruction_throughput,avg,pct_of_peak_sustained_active,0,62.3818
2,2025-06-06 01:46:39.214 ,sm,inst_executed,avg,per_cycle_active,0,2.49522
2,2025-06-06 01:46:39.214 ,sm,inst_issued,avg,pct_of_peak_sustained_active,0,62.3818
2,2025-06-06 01:46:39.214 ,sm,inst_issued,avg,per_cycle_active,0,2.49527
2,2025-06-06 01:46:39.214 ,dram,bytes_read,sum,per_second,0,3.62209e+10
2,2025-06-06 01:46:39.214 ,dram,bytes_write,sum,per_second,0,9.66096e+10
2,2025-06-06 01:46:39.214 ,l1tex,t_sectors_pipe_lsu_mem_global_op_ld_lookup_hit,sum,No post,0,1.41305e+07
2,2025-06-06 01:46:39.214 ,l1tex,t_sectors_pipe_lsu_mem_global_op_st_lookup_hit,sum,No post,0,0
2,2025-06-06 01:46:39.214 ,l1tex,t_sectors_pipe_lsu_mem_global_op_red_lookup_hit,sum,No post,0,0
2,2025-06-06 01:46:39.214 ,l1tex,t_sectors_pipe_lsu_mem_global_op_atom_lookup_hit,sum,No post,0,0
2,2025-06-06 01:46:39.214 ,l1tex,t_sectors_pipe_lsu_mem_global_op_ld,sum,No post,0,1.80716e+07
2,2025-06-06 01:46:39.214 ,l1tex,t_sectors_pipe_lsu_mem_global_op_st,sum,No post,0,8.38861e+06
